rank,code,name,momentum,volatility,volume_ratio,turnover_stability,pvt,clv,score,momentum_norm,volatility_norm,volume_ratio_norm,turnover_stability_norm,pvt_norm,clv_norm
1,601611,中国核建,0.565211794674708,-0.03765364690054489,1.9411053360428512,0.6396027649262037,0.10802464202208517,1.0,66.19523385079572,98.70196398199667,27.75861662923434,55.79252433641771,43.89233699465278,49.3548077416722,100.0
2,601106,中国一重,0.574330186356411,-0.03403822251615021,1.737375560938033,0.6842349940806445,0.009817993239803298,1.0,65.78738286231734,100.0,35.71247280320271,47.37920428057885,56.32215382876862,32.50205483623216,100.0
3,600694,大商股份,0.11468246048404684,-0.028092622585740603,3.0115958219768664,0.5820442753897354,0.40315117930248656,1.0,65.1401656945744,34.567484639548056,48.79266524715343,100.0,27.862631650762502,100.0,100.0
4,002555,三七互娱,0.4232476759757243,-0.018488549042728782,2.004527293590934,0.6132007380478506,0.10151174868973137,0.8943089430894318,64.94819700512188,78.49285849849934,69.92142124466562,58.4116271511404,36.53952571086593,48.23716261895776,89.05681247768398
5,000785,居然智家,0.10068353546614402,-0.0295061829977715,2.8085123256012654,0.6878756844244887,0.280979150565591,1.0,64.19371642537027,32.574687058475945,45.68286263060896,91.61336897275987,57.33606496386179,79.03466783777795,100.0
6,002394,联发股份,0.574330186356411,-0.03584294792438139,1.5085698303218158,0.6641059012875766,0.03192833308164765,1.0,63.502760443334914,100.0,31.742115576942947,37.930335840539236,50.71631828806584,36.29629991668476,100.0
7,002558,巨人网络,0.2861488884529747,-0.021125732575083895,1.7248238269018816,0.8094691889907804,0.05925834692447217,0.8174904942965766,63.384442242058626,58.97635049564531,64.11967398333482,46.860862002688556,91.19915042050329,40.986267204097935,81.10307717702405
8,603286,日盈电子,0.5499321795329708,-0.037287465199154816,0.8944366000037565,0.7925221536971118,0.07772122087871622,0.8797250859106526,63.02880014650418,96.52685553222457,28.56420852571188,12.568802795437279,86.47949942900361,44.15458886595365,87.54680880688053
9,002881,美格智能,0.19351661923630775,-0.018055093469077063,2.799311850499769,0.5894131403935513,0.1054892381900219,1.0,62.58889907010078,45.78981211586846,70.87501421856707,91.23342185086844,29.91481779534913,48.91971974277311,100.0
10,600839,四川长虹,0.10502404889338934,-0.0281383584676348,3.0115958219768664,0.5733993869121438,0.32231093781954195,1.0,62.339324295695874,33.19257483538479,48.692047287019555,100.0,25.455080373052446,86.1274095855925,100.0
11,002858,力盛体育,0.16336113080023779,-0.024953743406589707,2.401676786445916,0.6638090442153767,0.1985559476913713,1.0,62.2794737013095,41.497069327790385,55.69813218104706,74.81249831336469,50.63364531601713,64.89043331865048,100.0
12,002046,国机精工,0.574330186356411,-0.0411367423950368,1.152817539760181,0.7140058051100416,0.05644395660068297,1.0,62.26770396328027,100.0,20.095881177494462,23.23902290136331,64.61315195073144,40.503303725612575,100.0
13,603171,税友股份,0.574330186356411,-0.0367917295073772,0.8467190320077903,0.7096756544987634,0.07538767721235708,1.0,62.112163515173044,100.0,29.654816424945285,10.598235794959484,63.40723013185745,43.75414108272474,100.0
14,002624,完美世界,0.25148148688738137,-0.019936844033657655,1.828296936857277,0.7450361131554051,0.0539223135787604,0.9213483146067413,61.96799237611613,54.041320563445595,66.7352032988419,51.133935934959155,73.2549126832151,40.07057715066957,91.85645250067917
15,000962,东方钽业,0.3782326577028563,-0.024229467522823976,1.613000962856308,0.7167496749122937,0.09704683695439138,0.8078703703703691,61.894668517233214,72.08480792237539,57.29152360547065,42.24297272120318,65.37730376893074,47.470961397825576,80.10701541749896
16,600058,五矿发展,0.293041551372022,-0.03469955988094459,2.25962493124235,0.5987278275571336,0.26883445797019034,1.0,61.88887926247168,59.95754597848823,34.25754477186277,68.94625847808095,32.508904120497384,76.95057774855641,100.0
17,002803,吉宏股份,0.2138456957986387,-0.024693233503448184,2.1322818647995336,0.6960576040861755,0.12635508076977517,0.9908256880733931,61.83951296722262,48.68372965218167,56.27124838572437,63.687439661223436,59.61468211279034,52.50040285863802,99.05009734280516
18,001202,炬申股份,0.09346937887888333,-0.025975231602379932,3.0115958219768664,0.5760468253177564,0.28499224900538705,1.0,61.79192028940514,31.547725789794036,53.450880038866735,100.0,26.19237660684575,79.7233356339984,100.0
19,600850,电科数字,0.3649253039044633,-0.027822176999490057,1.9311875739855429,0.6639455559846382,0.26301547516564305,0.6470588235294142,61.77525786366011,70.19045800436427,49.387639741767714,55.38295579699897,50.67166305162587,75.95201114861626,63.45668601145144
20,000987,越秀资本,0.44506890144907973,-0.023895776091187478,2.1126334916722422,0.5241715871275945,0.30979397581871776,0.5945945945945937,61.597462299286,81.59918882627234,58.025637604695305,62.876031257069464,11.745423784959018,83.97943620148564,58.02457176991005
21,600637,东方明珠,0.47076794896593976,-0.02184696192785874,0.9362556366788385,0.6068794631957781,0.13915063617111836,1.0,61.25999094909619,85.25754113989362,62.53298486180978,14.295781288361594,34.77908734473639,54.69618426591083,100.0
22,000612,焦作万方,0.2845091746740913,-0.028774055283450315,1.5512221223216114,0.6938283033428809,0.1804641748094091,1.0,60.85046512802651,58.74293131181294,47.2935279140047,39.691724834979304,58.99383479164434,61.78579445986012,100.0
23,601949,中国出版,0.11529451705992196,-0.022589832783809317,3.0115958219768664,0.48199683484584865,0.3236787164583109,1.0,60.7527750987686,34.6546131056498,60.89868489703457,100.0,0.0,86.36212725200646,100.0
24,600552,凯盛科技,0.3332084535048889,-0.03598578481743601,1.7476857190173951,0.5388753815286523,0.40315117930248656,1.0,60.679842434227616,65.67544969660733,31.427877472946992,47.80497738960692,15.840345204617984,100.0,100.0
25,002368,太极股份,0.1284744856173427,-0.0149900198561681,2.847490413909211,0.5908991320144567,0.0718640661361234,0.9841269841269844,60.534074926914435,36.530829274123086,77.61811048824201,93.22302633350046,30.328657839075618,43.14947177021937,98.35651762485365
26,600498,烽火通信,0.574330186356411,-0.03282255460910576,0.5900812028648877,0.7137688537677198,0.016415899481127733,1.0,60.48525506891282,100.0,38.38691614923873,0.0,64.54716237684153,33.63428860000522,100.0
27,002292,奥飞娱乐,0.18779547299555893,-0.027556988588038945,2.215969028818197,0.6825772604583644,0.15568888353012542,0.9764705882352946,60.45479154880191,44.97538626710196,49.97104856447456,67.14342391827299,55.860484634218736,57.53423036244638,97.56377906743013
28,002181,粤 传 媒,0.22987098717954987,-0.030466327142273784,2.8079452929945896,0.5698037516406675,0.15850502921178225,1.0,60.38600652741382,50.9649878101484,43.57056608677523,91.58995252909273,24.45371681417475,58.01749506913543,100.0
29,002268,电科网安,0.3415258021995945,-0.032463603665874065,1.3187840725934408,0.5823223200281691,0.3717795483457196,0.9836065573770496,60.23415724355161,66.85945434971788,39.17660053270931,30.092854446436668,27.940065469169383,94.61647096901618,98.30263295681608
30,002574,明牌珠宝,0.10891046937558564,-0.03106274376212978,2.2283099618181623,0.7046223297369723,0.24239876712197345,1.0,60.08528207553182,33.74582084006338,42.25846230317107,67.65306085800333,61.99990850839523,72.41408076720356,100.0
31,603078,江化微,0.20121780198219053,-0.02088230313266126,2.4604371407905865,0.5747755146984384,0.13752359561650102,1.0,60.043966857971625,46.88610331878316,64.65521354043253,77.23909338245491,25.83832397634169,54.416975955943094,100.0
32,600536,中国软件,0.09947945015497756,-0.014448236098443762,2.763833294327422,0.635520217667434,0.10108932768215471,0.8720538720538714,60.03845323370396,32.40328116177829,78.81002314583532,89.76828280556471,42.7553712726958,48.16467305790433,86.75253600639581
33,000960,锡业股份,0.4028792252304393,-0.035146952047478565,1.250115548963787,0.8149470375113212,0.08748982921767717,0.7483443708609275,59.85279479318357,75.59333590490871,33.27329159225517,27.257086985539157,92.7246994474127,45.83093099357782,73.9437297609244
34,603339,四方科技,0.13024700803762707,-0.028186626923126217,2.743535718123543,0.48199683484584865,0.40315117930248656,1.0,59.8231769110627,36.783154248149415,48.58585771924006,88.9300646075956,0.0,100.0,100.0
35,000608,*ST阳光,0.21153846153846145,-0.0232231684757931,1.9831417151281479,0.711592934429916,0.03535740971032492,1.0,59.76778658282059,48.35528651481449,59.5053599458551,57.52847830314257,63.941181467370846,36.88474664441124,100.0
36,601801,皖新传媒,0.06783430636641642,-0.013408351232688808,2.9911082122962176,0.5858334346109942,0.06940556601328758,1.0,59.75919308706226,27.89848054931162,81.09774756773223,99.15393409071541,28.917890506702104,42.72758083307927,100.0
37,002281,光迅科技,0.22533677254256734,-0.011769893590797114,1.3408712195204944,0.8063878762890326,0.027138686008589517,0.7308970099667759,59.62887110028351,50.319525965822145,84.70231927084858,31.004975593785076,90.3410227128589,35.474372484811376,72.13724066321593
38,603303,得邦照明,0.0715662596717206,-0.023777881508988866,3.0115958219768664,0.4969337787667073,0.32993163600116465,1.0,59.58943663885303,28.429737592975563,58.28500315927455,100.0,4.159852208037437,87.43515957008229,100.0
