rank,code,name,momentum,volatility,volume_ratio,turnover_stability,pvt,clv,score,momentum_norm,volatility_norm,volume_ratio_norm,turnover_stability_norm,pvt_norm,clv_norm
1,600167,联美控股,0.6195289164842656,-0.029941963037508516,2.6406215058002043,0.5068411067884683,0.3967306880853414,1.0,90.08800778459646,100.0,50.880077845964585,100.0,0.0,100.0,100.0
2,603444,吉比特,0.6195289164842656,-0.026203958129190515,1.1793133062337495,0.8269414133163231,0.03331965513380083,0.8759320629660312,85.68521015003344,100.0,58.744276525937636,34.526567333503436,98.7543343763382,31.46737411947584,87.59320629660311
3,603226,菲林格尔,0.6195289164842656,-0.04306075315254291,1.9424005955992223,0.7417140241433616,0.1752282995673938,0.7304347826086954,85.20974639114962,100.0,23.280121603017896,68.71644204559534,72.46078227167459,58.22873014984323,73.04347826086955
4,002918,蒙娜丽莎,0.6195289164842656,-0.0338299880980484,1.713120736145187,0.7451791461313535,-0.03397101079702097,0.11594202898550647,82.74645748460026,100.0,42.700259386989295,58.44363344560163,73.52980910007338,18.777594186175673,11.594202898550652
5,000988,华工科技,0.6195289164842656,-0.03752109700557322,1.0176680719206188,0.7845888847496831,0.0443757321464831,1.0,82.4973187708685,100.0,34.934722821320356,27.284105840574867,85.68813080683483,33.55234656365987,100.0
6,603019,中科曙光,0.6195289164842656,-0.03891662203836453,0.8040850369932656,0.7615470084990894,0.0849769635308392,0.7845849802371536,82.13547675423159,100.0,31.998748581071148,17.71458829446731,78.57946797363843,41.208990827191926,78.45849802371538
7,603301,振德医疗,0.6195289164842656,-0.03609016859472221,0.7160682561183699,0.623060682030816,0.17634722610840803,0.4795640326975489,82.11979170732538,100.0,37.94518043059461,13.771025411672296,35.85496970950282,58.43973908207162,47.956403269754894
8,601138,工业富联,0.6195289164842656,-0.043207784893267966,0.7946830765518758,0.830585183647994,0.04091114598214936,0.618528610354222,81.44556847623478,100.0,22.970788991187696,17.293336552996866,99.87847611062017,32.89898943935158,61.8528610354222
9,002453,华软科技,0.6094794255355016,-0.030713872620318623,0.4087113400235727,0.5068411067884683,0.2522419412117781,0.0,81.29686915902947,98.70864441861924,49.25609647860858,0.0,0.0,72.75208418135152,0.0
10,002335,科华数据,0.602714404221228,-0.04036922383661925,1.0182822657992936,0.7849788199118255,0.08087780635469251,0.7121212121212116,81.08140791306064,97.83934187614354,28.942693432791128,27.31162459505221,85.80842993370852,40.43596530043037,71.21212121212116
11,001309,德明利,0.6195289164842656,-0.037796723149296,0.872486598195798,0.6706291552444898,0.0753976656786257,0.37901234567901393,80.94121812817747,100.0,34.35484697610481,20.779297719218317,50.53034743865928,39.402511726731056,37.9012345679014
12,002062,宏润建设,0.6195289164842656,-0.03352452348886467,0.7080689500454511,0.7178480602050701,-0.00040108922305206204,0.31746031746031594,80.77064232164824,100.0,43.342910864245404,13.412619137281084,65.09787965986288,25.108262953664994,31.746031746031594
13,002289,*ST宇顺,0.6195289164842656,-0.0305049845451693,0.6437164297966221,0.6812526451554631,-0.007595069370713806,0.6307692307692324,80.56157424378624,100.0,49.69556549086051,10.529325659094143,53.807806577301555,23.75161082880404,63.076923076923244
14,601869,长飞光纤,0.6195289164842656,-0.04513298775468892,0.6505103532413404,0.8193298497659353,0.0016988004958724573,0.3843236409608083,79.80446217269173,100.0,18.920452468681713,10.833725161766521,96.40608641576858,25.50426346946827,38.43236409608083
15,002558,巨人网络,0.6195289164842656,-0.047713933738022095,1.0038071511049895,0.7786390728653685,-0.0008207980319616016,0.2590673575129534,79.37774562408141,100.0,13.49053129601435,26.663071847891473,83.85255083294065,25.029113604383696,25.906735751295347
16,603083,剑桥科技,0.6195289164842656,-0.0535750808955346,0.9628411421533184,0.7961690579053615,0.042119264132731295,1.0,79.13305498169474,100.0,1.159561468588873,24.827603307094883,89.2607368575955,33.12681826601337,100.0
17,603179,新泉股份,0.6195289164842656,-0.03851305709367465,0.6433190638238064,0.7432004797008177,-0.04499875105431726,0.5845272206303751,79.12611995838904,100.0,32.847788371856666,10.51152180753646,72.91936955248312,16.697965532024003,58.45272206303752
18,002709,天赐材料,0.6188541650549886,-0.04225945539730242,0.9235657030421658,0.7276706242576563,-0.050266117620120856,0.04761904761904785,78.56616939018379,99.91329471028097,24.96593125377706,23.067880191290794,68.12824468951239,15.704637235692573,4.7619047619047885
19,600580,卧龙电驱,0.6195289164842656,-0.05412624276687946,0.7618941046620281,0.8077330086236043,0.031032914972435162,0.07725321888412011,78.53624248422955,100.0,0.0,15.824237465021781,92.82833811461421,31.036137052477542,7.725321888412013
20,603119,浙江荣泰,0.6195289164842656,-0.0504134798285911,0.7015026663490416,0.7571234787038065,0.011860208571585972,0.9285714285714286,78.0398201788322,100.0,7.811093381222535,13.118418958568935,77.21476218730064,27.420517834164652,92.85714285714286
21,001332,锡装股份,0.6195289164842656,-0.04126758578695562,0.7804253753805258,0.5948546066947149,0.025071137447445258,0.5651105651105653,77.8868341852456,100.0,27.052675351687988,16.654524947136878,27.153096770361717,29.911855642018736,56.51105651105654
22,002602,世纪华通,0.5595516473284021,-0.031377658601575514,0.8267386170100198,0.8309790887306074,-0.024295895467461897,1.0,77.38771345412898,92.29294481926703,47.85959086515448,18.729574487196594,100.0,20.602142697667933,100.0
23,000014,沙河股份,0.561381681789906,-0.036057111281610266,1.23611132148918,0.7116175913207047,0.04876733043687574,0.7560975609756108,77.02155226231446,92.52810351815344,38.01472803272855,37.071383703192154,63.175714029339034,34.380521097076304,75.60975609756109
24,002837,英维克,0.5722395807945406,-0.04437345606298942,1.2793647227060942,0.800267911750786,-0.00429012811352877,0.7877604166666671,76.71239363599035,93.92333921249757,20.51839261958127,39.00933810118485,90.52527667513415,24.37486186467992,78.77604166666671
25,002475,立讯精密,0.6195289164842656,-0.0454385766982728,1.0587201579541246,0.6798222460927934,-0.11414247761961778,0.15976331360946533,76.31812440893587,100.0,18.27753941059585,29.123431036677506,53.36651331876418,3.6587325010420466,15.976331360946535
26,600021,上海电力,0.5983738883844644,-0.04419606299167918,0.6192991574988539,0.6947252087938914,-0.015229806605836912,0.25,75.78743286513924,97.28158732116624,20.891600892831526,9.435317814505478,57.96423513211166,22.31184003708851,25.000000000000007
27,600699,均胜电子,0.6195289164842656,-0.04139938220261379,0.9774455341027228,0.6128617036353592,-0.1335438027609461,0.4178403755868542,75.58706081404947,100.0,26.77539556649087,25.481948279098827,32.708476868908356,0.0,41.78403755868542
28,002058,*ST威尔,0.6195289164842656,-0.032553633890930626,0.6330744762357584,0.5068411067884683,-0.1335438027609461,0.4855072463768106,75.04117743966992,100.0,45.38551617957875,10.052516434240747,0.0,0.0,48.550724637681064
29,600243,*ST海华,0.5199187850460922,-0.03012669908752866,0.9330854537842828,0.7957488440749602,0.03965805376670874,0.8709677419354835,74.9867818040244,87.20013781289316,50.491421052743426,23.49440948839646,89.13109644091753,32.662679332591445,87.09677419354834
30,000691,*ST亚太,0.5715065103551378,-0.026208734039813532,1.7307346858916564,0.5068411067884683,-0.1335438027609461,1.0,74.51546187345146,93.82913995322218,58.734228730137886,59.23282066364275,0.0,0.0,100.0
